"(PDH-CSV 4.0) (Eastern Standard Time)(300)","\\ALL\Processor(_Total)\% Processor Time","\\ALL\PhysicalDisk(_Total)\Avg. Disk Bytes/Write","\\ALL\PhysicalDisk(_Total)\Avg. Disk Bytes/Read","\\ALL\PhysicalDisk(_Total)\Avg. Disk Queue Length","\\ALL\Memory\% Committed Bytes In Use","\\ALL\Memory\Available MBytes"
"02/27/2025 08:05:07.087","18.522285942673676","8541.4306569343062","0","0.052066145664807981","15.177692383336296","27228"
"02/27/2025 08:05:12.091","16.823815629345486","10796.521739130434","0","0.035712920369170252","15.178796093719733","27228"
"02/27/2025 08:05:17.086","24.835808490870559","9128.4210526315783","0","0.043706746847545247","15.223039201279878","27210"
"02/27/2025 08:05:22.094","26.841210497747824","11198.288770053476","12288","0.036597419579366096","15.22132580057283","27207"
"02/27/2025 08:05:27.094","23.360482207427282","10315.428571428571","0","0.043106936673695695","15.306322163740713","27181"
"02/27/2025 08:05:32.083","20.174336254378524","8659.6709956709965","32768","0.044634475677520206","15.316781149086726","27180"
"02/27/2025 08:05:37.085","22.848378590020502","9426.3565891472863","16384","0.049551956358215174","15.220842281175043","27207"
"02/27/2025 08:05:42.091","16.844609933044087","9482.1660649819496","0","0.052886558068419347","15.211423932391085","27211"
"02/27/2025 08:05:47.099","16.778076657469455","9104.0744186046504","0","0.041505248271744455","15.212769414114947","27211"
"02/27/2025 08:05:52.087","16.475694919215101","9307.2695652173916","0","0.043619733347148408","15.21063556783149","27211"
"02/27/2025 08:05:57.101","19.026897815199241","9769.2203389830502","93455.673469387752","0.057650627424117334","15.21310578454591","27211"
"02/27/2025 08:06:02.094","18.549305737245636","8530.0386100386095","4608","0.049238616239261492","15.272758788259877","27192"
"02/27/2025 08:06:07.083","16.543521439354926","8605.8082191780813","0","0.042239126960531413","15.271602528000159","27193"
"02/27/2025 08:06:12.096","16.856914086556952","9478.7368421052633","0","0.043130958262556619","15.272254244254963","27193"
"02/27/2025 08:06:17.082","17.893051153787397","9725.8212765957451","0","0.04513925659430866","15.257590640163418","27195"
"02/27/2025 08:06:22.085","18.174692509239144","9318.3999999999996","0","0.040362088103894501","15.258505152365775","27196"
"02/27/2025 08:06:27.100","17.583318808886329","8853.1653543307093","0","0.048361742088098313","15.256444880565731","27196"
"02/27/2025 08:06:32.095","17.702235620213902","9226.322580645161","32768","0.047272158926459994","15.255383219396551","27196"
"02/27/2025 08:06:37.099","18.528863210973078","10537.615763546799","0","0.03926481356028684","15.252492533822659","27198"
"02/27/2025 08:06:42.091","18.821789611508667","9708.116504854368","0","0.039678435501027072","15.251746218477317","27198"
"02/27/2025 08:06:47.091","18.091548728912066","8459.78947368421","2816","0.05733381263383458","15.255530368363376","27195"
"02/27/2025 08:06:52.087","17.86087512674618","9657.4577777777777","0","0.043190002856793308","15.255193997932409","27195"
"02/27/2025 08:06:57.101","17.499047245665945","8901.6140350877195","0","0.043507223272905036","15.254489731801321","27196"
"02/27/2025 08:07:02.086","18.231987698404694","10404.953974895398","0","0.060713981590334851","15.244041247117343","27198"
"02/27/2025 08:07:07.092","18.57519837619105","9899.5200000000004","0","0.026175191896040974","15.242622190910071","27199"
"02/27/2025 08:07:12.079","17.443718760703174","9350.8571428571431","0","0.04085593871150011","15.243011134500383","27198"
"02/27/2025 08:07:17.086","18.15683847182925","10220.307692307691","0","0.040143143672162082","15.240803690450452","27198"
"02/27/2025 08:07:22.092","17.862268314063712","9077.1174089068827","0","0.047104137817033633","15.24409382027669","27199"
"02/27/2025 08:07:27.077","17.654351631135214","8913.454545454546","0","0.042130805921430363","15.243116234252954","27199"
"02/27/2025 08:07:32.079","16.62356337409684","9197.0370370370365","32768","0.04648207431023102","15.236094527700006","27200"
"02/27/2025 08:07:37.084","17.986286435775579","9429.5246636771299","0","0.042647455155357686","15.235053891137953","27200"
"02/27/2025 08:07:42.089","17.701040763586796","8900.4137931034475","0","0.044368154175074101","15.235053891137953","27200"
"02/27/2025 08:07:47.092","16.480346824114221","8527.6680497925317","0","0.045915019567591787","15.234391650938054","27200"
"02/27/2025 08:07:52.096","17.226696847198852","9209.8559999999998","0","0.047783842288469942","15.238575245076458","27201"
"02/27/2025 08:07:57.085","17.984528492560781","8936.7272727272721","0","0.044118977323741218","15.243336980986255","27201"
"02/27/2025 08:08:02.100","17.039609805669585","8267.4108527131775","0","0.048770243145580344","15.188529788327527","27218"
"02/27/2025 08:08:07.107","19.093713991163785","8009.6690647482019","0","0.052497472815338439","15.1795634336722","27221"
"02/27/2025 08:08:12.088","18.721085314103348","7948.8920863309349","0","0.05250521625415247","15.180656643393602","27221"
"02/27/2025 08:08:17.093","18.746797952543915","7839.6349809885933","0","0.049494721906824156","15.278697809036517","27206"
"02/27/2025 08:08:22.088","19.058280369785784","7937.8823529411766","0","0.051450241359539885","15.250463810574837","27203"
"02/27/2025 08:08:27.089","18.728762407828714","8377.8745874587457","0","0.057161583321545917","15.249738519836622","27203"
"02/27/2025 08:08:32.104","19.822662153139213","8004.535433070866","32768","0.048080012967187079","15.193985289706379","27216"
"02/27/2025 08:08:37.075","18.338738224304429","8247.8545454545456","16384","0.052501958990031357","15.169093947664159","27220"
"02/27/2025 08:08:42.084","17.544915398123905","7774.5505226480836","0","0.05393512570027828","15.161462574070661","27223"
"02/27/2025 08:08:47.094","19.883820446521927","8909.2413793103442","0","0.044198703249365888","15.147776532719792","27225"
"02/27/2025 08:08:52.084","18.92959220817567","8975.9336099585071","0","0.046073472893640909","15.143046345362219","27226"
"02/27/2025 08:08:57.103","20.778786970463869","8812.9799196787153","0","0.047077798212029329","15.146220828207726","27227"
"02/27/2025 08:09:02.089","18.408708832375709","9020.2352941176468","0","0.045441031973701529","15.174213078612045","27227"
"02/27/2025 08:09:07.080","19.219538000882697","8106.3183673469384","0","0.046524957280285911","15.175611110212191","27227"
"02/27/2025 08:09:12.095","19.224403531442103","8560.1322314049594","0","0.045841020656657502","15.178974791238778","27226"
"02/27/2025 08:09:17.080","20.903135270008931","7811.9587628865984","0","0.054922239904901457","15.17888019214824","27225"
"02/27/2025 08:09:22.081","20.872194704457879","8152.6153846153848","0","0.04909912594159746","15.180414872053175","27225"
"02/27/2025 08:09:27.087","18.847627926651679","7720.1194029850749","0","0.050361873658751048","15.188298540932196","27222"
"02/27/2025 08:09:32.090","17.666976426015658","8988.8721804511279","32768","0.05266455269169628","15.185155583355844","27221"
"02/27/2025 08:09:37.081","17.03107370512069","8339.7312252964421","0","0.046218478470569271","15.186616688777372","27221"
"02/27/2025 08:09:42.092","20.527583865048982","10890.448979591836","0","0.03788411123969742","15.18053049575084","27219"
"02/27/2025 08:09:47.086","17.532142196962042","10500.106951871658","0","0.036190722044015113","15.189969869141926","27217"
"02/27/2025 08:09:52.094","20.157648650764969","10155.868544600939","0","0.040971926037134086","15.189528398958391","27216"
"02/27/2025 08:09:57.081","19.553099377936633","7827.8158995815902","0","0.045381569029060972","15.189917319265641","27215"
"02/27/2025 08:10:02.085","18.125413378470835","12028.006932409013","0","0.19761266203007427","15.191399449294293","27214"
"02/27/2025 08:10:07.100","16.919412051689577","10743.153347732181","0","0.11500661531191439","15.189738621746596","27214"
"02/27/2025 08:10:12.088","18.283967116417344","9161.2824427480919","0","0.049719402665754864","15.194353185406504","27213"
"02/27/2025 08:10:17.097","20.138050962345467","8847.7538461538461","365756.23529411765","0.063816066271521726","15.283301872034393","27180"
"02/27/2025 08:10:22.085","18.321254723440273","8282.250847457628","0","0.055655883192114612","15.285383168441566","27180"
"02/27/2025 08:10:27.089","18.110882172276511","8555.6825396825388","0","0.048076982069275014","15.287086021920453","27181"
"02/27/2025 08:10:32.083","21.862539241742951","8287.0303030303039","10691.764705882353","0.051886271754845392","15.216248742122259","27200"
"02/27/2025 08:10:37.097","18.282078157006943","9582.8661417322837","0","0.048311449021198209","15.214808661307863","27200"
"02/27/2025 08:10:42.089","18.024884649157336","10102.319327731093","0","0.045830030225316544","15.213442154976875","27200"
"02/27/2025 08:10:47.083","19.675752806299919","9141.9504132231414","0","0.046206679729816097","15.207765906864722","27202"
"02/27/2025 08:10:52.110","17.664578210378611","9318.8471615720518","0","0.043771082219699421","15.209763104843384","27203"
"02/27/2025 08:10:57.089","18.650914335972868","9222.5641025641035","0","0.044906316379597938","15.208417623119526","27203"
"02/27/2025 08:11:02.097","19.730360006790569","9479.0458715596324","0","0.041795385159579777","15.285677489658278","27182"
"02/27/2025 08:11:07.088","21.348063902588301","9242.5974025974028","13312","0.04556019947049833","15.296315172523334","27173"
"02/27/2025 08:11:12.101","23.321470329433701","8527.6444444444442","0","0.051162388658037058","15.296031351968653","27174"
"02/27/2025 08:11:17.089","17.48975292104231","9538.2068965517246","0","0.044783430752370609","15.186501065079705","27208"
"02/27/2025 08:11:22.089","22.07748710498737","8636.9523809523816","4096","0.04847185671143401","15.256949424570648","27186"
"02/27/2025 08:11:27.073","15.906176199950794","8287.8984126984124","2816","0.059459464556645303","15.258442078544396","27185"
"02/27/2025 08:11:32.074","6.033644988237052","21939.200000000001","45292.307692307695","0.012095780513128802","15.193123327380309","27205"
"02/27/2025 08:11:37.075","8.8461724578533403","25211.586206896551","55588.571428571428","0.011267169100518098","15.203855632618968","27206"
"02/27/2025 08:11:42.076","10.364865853907279","21873.417721518988","65536","0.015465604904232213","15.211434456336182","27206"
"02/27/2025 08:11:47.077","12.239443494483881","41739.130434782608","0","0.0054512198699474892","15.211066537352993","27206"
"02/27/2025 08:11:52.086","12.974956610498655","34144","0","0.00751107846893576","15.211571104640973","27206"
"02/27/2025 08:11:57.103","15.356632842427931","42420.705882352944","0","0.0083311274249435151","15.212580215933869","27205"
"02/27/2025 08:12:02.095","17.812549514320786","32426.666666666668","0","0.012422064671894264","15.214640464450849","27206"
"02/27/2025 08:12:07.082","16.568089013693353","39647.179487179485","0","0.0094353536267151785","15.213831075284126","27206"
"02/27/2025 08:12:12.092","16.456553243794716","38250.146341463413","0","0.0098083158959591452","15.216332817267705","27206"
"02/27/2025 08:12:17.082","17.967053765319751","30567.298245614034","0","0.012904346027842007","15.215901847746199","27205"
"02/27/2025 08:12:22.094","17.53397602681942","39886.048780487807","0","0.010021144026650844","15.214997859488941","27204"
"02/27/2025 08:12:27.095","15.524299967132416","38456.888888888891","0","0.0088874053562225733","15.216091069210341","27204"
"02/27/2025 08:12:32.096","17.603077436090807","33851.73333333333","32768","0.013767310982888161","15.215723150227154","27205"
"02/27/2025 08:12:37.089","17.306693801528393","38643.199999999997","0","0.0096188777500629524","15.218193366941577","27205"
"02/27/2025 08:12:42.074","16.588077804958989","38871.57894736842","0","0.0091735995344887234","15.216343341212799","27205"
"02/27/2025 08:12:47.087","17.740766575909873","40960","0","0.010016618650072901","15.205285189488272","27206"
"02/27/2025 08:12:52.099","17.623152294609447","28928","0","0.01325838499244486","15.20791307911461","27205"
"02/27/2025 08:12:57.083","15.867123742092581","41642.666666666664","0","0.0080648885955893271","15.206924992428842","27206"
"02/27/2025 08:13:02.087","17.715759608336057","43246.139534883718","0","0.010692027312007409","15.204633473233468","27206"
"02/27/2025 08:13:07.104","16.962085002083217","30653.629629629631","0","0.012407723565543828","15.204181479104836","27206"
"02/27/2025 08:13:12.088","16.30372114934724","42759.757575757576","0","0.0081448027527351273","15.205779232831155","27204"
"02/27/2025 08:13:17.089","17.749300856880488","39111.804878048781","0","0.0098733281884003689","15.207124714555015","27204"
"02/27/2025 08:13:22.082","17.689613885947164","29570.098360655738","0","0.013679943608609911","15.205432361738158","27203"
"02/27/2025 08:13:27.084","16.409832359923261","44017.777777777781","0","0.0089407987621035259","15.205043418147843","27204"
"02/27/2025 08:13:32.088","17.488480598921331","39795.199999999997","32768","0.0098005286212757611","15.200176582485478","27204"
"02/27/2025 08:13:37.089","17.714535884417405","38481.454545454544","0","0.010662969130411136","15.198736501671078","27204"
"02/27/2025 08:13:42.081","16.934919240966007","32217.358490566039","0","0.012150344575644517","15.200943922437949","27203"
"02/27/2025 08:13:47.088","17.580102336439928","35211.63636363636","32768","0.010473217612511479","15.202951621078642","27203"
"02/27/2025 08:13:52.103","18.202925209476295","38936.380952380954","0","0.010103235648725976","15.208817067371871","27203"
"02/27/2025 08:13:57.089","16.134802246240156","30845.584905660377","0","0.01204651994304057","15.212748389507819","27203"
"02/27/2025 08:14:02.095","17.758804770451242","38737.170731707316","0","0.0097939269730645886","15.296514894649507","27175"
"02/27/2025 08:14:07.109","16.682108446867495","43059.199999999997","0","0.0099294399359356744","15.29566345626853","27175"
"02/27/2025 08:14:12.092","16.549606015182938","28406.857142857141","0","0.012481365311775846","15.29470689485192","27174"
"02/27/2025 08:14:17.078","17.738999962555425","40307.199999999997","0","0.009685270379052471","15.294412573635208","27175"
"02/27/2025 08:14:22.092","17.373735036675498","39399.024390243903","0","0.0099318189093797939","15.294780492618395","27175"
"02/27/2025 08:14:27.079","17.482297502063727","30914.206896551725","0","0.013238714948316181","15.293266814037521","27174"
"02/27/2025 08:14:32.088","16.560103156990891","40198.564102564102","32768","0.0095215034901445922","15.295211462139898","27174"
"02/27/2025 08:14:37.096","17.117949907528317","39387.428571428572","0","0.010110179218461076","15.295137864373423","27173"
"02/27/2025 08:14:42.099","16.804810626380938","40218.947368421053","0","0.0091691601580435184","15.294549221940002","27174"
"02/27/2025 08:14:47.106","16.7196122839797","29508.266666666666","0","0.013487242104062333","15.296136475004287","27174"
"02/27/2025 08:14:52.096","17.774203597065764","38712.195121951219","0","0.0098607659194924861","15.297849852428271","27174"
"02/27/2025 08:14:57.096","17.725974176482907","41541.189189189186","0","0.0094169216560395144","15.297460932121021","27173"
"02/27/2025 08:15:02.092","15.633082585162207","29844.945454545454","0","0.012161556524226413","15.297954975463904","27173"
"02/27/2025 08:15:07.086","17.220711723214734","39607.794871794875","0","0.0095003977735253313","15.298270321287744","27172"
"02/27/2025 08:15:12.089","16.80263042299114","40606.476190476191","0","0.010070874819734609","15.297313759871134","27173"
"02/27/2025 08:15:17.081","16.890883689097869","30828.936170212764","0","0.010795973751908548","15.301791675226248","27172"
"02/27/2025 08:15:22.087","17.37751337139246","32637.023255813954","0","0.0099708574648211395","15.298417470254567","27172"
"02/27/2025 08:15:27.099","17.691753521820218","41448.186046511626","0","0.010465099457793179","15.308550609114707","27172"
"02/27/2025 08:15:32.088","16.800154436454783","40918.486486486487","16384","0.0093094872274697236","15.307152577514563","27171"
"02/27/2025 08:15:37.089","16.587135155503173","28709.647058823528","0","0.015141927982989504","15.308308837774282","27172"
"02/27/2025 08:15:42.087","18.477921669213583","11829.706293706293","0","0.057143367664677563","15.304766459228651","27171"
"02/27/2025 08:15:47.101","16.14061551645004","38251.789473684214","0","0.0090320164397237213","15.303883472295452","27171"
"02/27/2025 08:15:52.089","16.757754449693429","32172.218181818182","0","0.012610998012334951","15.303221255378615","27171"
"02/27/2025 08:15:57.085","17.467511633886112","35874.909090909088","0","0.010395032077009484","15.302064971835833","27170"
"02/27/2025 08:16:02.088","16.969123095710316","37959.441860465115","0","0.010221042018196054","15.304083194421626","27170"
"02/27/2025 08:16:07.111","17.411314870099293","32850.285714285717","0","0.013050662157815947","15.305302528502724","27170"
"02/27/2025 08:16:12.082","16.940058228573474","41735.314285714288","0","0.0084622680940050661","15.304882082926316","27170"
"02/27/2025 08:16:17.088","17.23930923845618","38045.538461538461","0","0.0093371078555745789","15.301770650619122","27170"
"02/27/2025 08:16:22.089","17.51316984730218","43914.971428571429","0","0.0086780744586319354","15.300593365752277","27169"
"02/27/2025 08:16:27.081","17.716613955551665","29548.474576271186","0","0.013308185957297406","15.299405556940334","27169"
"02/27/2025 08:16:32.091","17.404224209893492","43414.974358974359","32768","0.0097572525400763978","15.296619994402075","27170"
"02/27/2025 08:16:37.077","16.159594881758331","38175.219512195123","0","0.009902893917790383","15.29514838831852","27170"
"02/27/2025 08:16:42.091","17.431168877525536","29713.964912280702","0","0.012707538782299556","15.296704092830584","27170"
"02/27/2025 08:16:47.103","16.751813037008802","38518.153846153844","0","0.0093546667394611271","15.300698488787912","27169"
"02/27/2025 08:16:52.090","15.963963804289637","39562.37837837838","0","0.008920028686171309","15.299521180638001","27169"
"02/27/2025 08:16:57.092","17.095667461063712","32400.905660377357","0","0.01222142220023428","15.293151190339858","27172"
"02/27/2025 08:17:02.079","17.6830077284325","40260.682926829271","0","0.0099293235412492679","15.290744047446816","27172"
"02/27/2025 08:17:07.082","16.49916335956615","37763.121951219509","0","0.010073843177058251","15.28921986820391","27172"
"02/27/2025 08:17:12.093","15.718701967923954","40854.974358974359","0","0.0094166820220280504","15.288410479037188","27172"
"02/27/2025 08:17:17.088","18.092391204151458","34336","0","0.010992758883878571","15.287422392351418","27172"
"02/27/2025 08:17:22.095","17.226916744607657","37400.380952380954","0","0.0100090066100733","15.289430114275177","27171"
"02/27/2025 08:17:27.082","16.52780469639702","43257.08108108108","0","0.0091300781128414964","15.288694299591867","27172"
"02/27/2025 08:17:32.101","17.20381016461705","29332.645161290322","32768","0.01400416497953348","15.287863885818018","27172"
"02/27/2025 08:17:37.104","16.911535659539791","40810.146341463413","0","0.0099699160285239372","15.287201668901181","27172"
"02/27/2025 08:17:42.098","15.369857986454328","36033.729729729726","0","0.0091663110177504625","15.286518404094156","27172"
"02/27/2025 08:17:47.084","17.271548690847826","30686.426229508197","0","0.013407183400673624","15.28890452238007","27172"
"02/27/2025 08:17:52.093","17.14513607879854","39398.400000000001","0","0.0094842321075295014","15.288095133213348","27172"
"02/27/2025 08:17:57.092","16.115535477997756","39147.24324324324","0","0.0089026737727437091","15.28700194677501","27172"
"02/27/2025 08:18:02.078","17.067755211218028","32042.666666666668","0","0.013810375136936216","15.288168730979827","27172"
"02/27/2025 08:18:07.082","17.262537913864396","39977.513513513513","0","0.0088797066388609514","15.287947984246525","27172"
"02/27/2025 08:18:12.097","16.137258959425704","38855.111111111109","0","0.0086400751396203939","15.289755960761047","27172"
"02/27/2025 08:18:17.089","17.531422261992645","40563.199999999997","0","0.0097957071742071668","15.289020146077736","27173"
"02/27/2025 08:18:22.091","22.328115393834914","33944.51063829787","0","0.010770351446596677","15.288095133213348","27173"
"02/27/2025 08:18:27.076","18.545815368434759","38876.279069767443","0","0.010437930792726318","15.286192557608288","27172"
"02/27/2025 08:18:32.085","15.471083010585495","46138.514285714286","32768","0.0089260140834982304","15.286707625558298","27172"
"02/27/2025 08:18:37.108","17.72177565618318","19766.857142857141","11434.666666666666","0.023289676049185536","15.291269616058859","27171"
"02/27/2025 08:18:42.085","16.338143770983081","29328.905660377357","16384","0.012014618584913088","15.290607399142022","27172"
"02/27/2025 08:18:47.088","17.18945075262026","36049.454545454544","0","0.010386895785993029","15.267734279685591","27172"
"02/27/2025 08:18:52.093","16.922083153536438","37335.843137254902","0","0.011920859022862013","15.273147731850189","27171"
"02/27/2025 08:18:57.092","16.316311210490476","35328","0","0.010119188424638022","15.280610908586675","27171"
"02/27/2025 08:19:02.082","17.05486557173349","48314.181818181816","0","0.0082762718827973907","15.25524657109176","27164"
"02/27/2025 08:19:07.093","16.518567183797639","18030.056074766355","0","0.021674355593046916","15.252366409462962","27165"
"02/27/2025 08:19:12.080","17.315484724385044","43178.666666666664","0","0.0096374795519589065","15.252187711943915","27166"
"02/27/2025 08:19:17.094","17.071278102723408","37284.102564102563","0","0.0093094809962599532","15.254836602894317","27165"
"02/27/2025 08:19:22.081","17.134262099959187","30103.703703703704","0","0.012215701782734826","15.253585743544063","27165"
"02/27/2025 08:19:27.088","18.152763044339014","39889.454545454544","0","0.010428787859994012","15.252934027289259","27165"
"02/27/2025 08:19:32.096","17.822496834549039","37201.170731707316","32768","0.0099632402915304109","15.254994275806238","27165"
"02/27/2025 08:19:37.083","16.589853352426587","42966.486486486487","0","0.0091584709585803576","15.256623578084778","27166"
"02/27/2025 08:19:42.099","18.461762029313501","5729.3984575835475","65536","0.072089395321615651","15.260670523918391","27166"
"02/27/2025 08:19:47.102","17.242704081815184","12186.326241134751","0","0.027271768094374968","15.264549272894987","27166"
"02/27/2025 08:19:52.101","15.96011203232921","43504.941176470587","0","0.008450914181941974","15.257285795001613","27164"
"02/27/2025 08:19:57.088","17.011455693156663","32610.461538461539","0","0.012029961660624339","15.256844324818077","27164"
"02/27/2025 08:20:02.100","17.683693776316524","36674.782608695656","0","0.010979079525294535","15.258536677634934","27164"
"02/27/2025 08:20:07.102","16.372278092058512","38885.052631578947","0","0.0092048202231150046","15.25836848077792","27164"
"02/27/2025 08:20:12.094","17.252957065522921","29539.796610169491","0","0.013273530150865754","15.25705454760628","27164"
"02/27/2025 08:20:17.085","17.065499883393542","44074.666666666664","0","0.008875296180193783","15.256833800872982","27164"
"02/27/2025 08:20:22.090","17.699861780846671","38284.800000000003","0","0.0095701663850595517","15.257969059808637","27165"
"02/27/2025 08:20:27.077","16.668409320282287","39104","0","0.0097844570388232275","15.261795258908951","27164"
"02/27/2025 08:20:32.080","17.419925137244817","30181.052631578947","32768","0.012885608949625859","15.267093064092821","27165"
"02/27/2025 08:20:37.081","16.624471927603736","35208.170212765959","0","0.011078035977274164","15.268837990069025","27165"
"02/27/2025 08:20:42.096","15.916328467983497","42442.666666666664","0","0.011749011086897533","15.261332740835224","27164"
"02/27/2025 08:20:47.090","17.010116439463928","29525.333333333332","0","0.012808439149391455","15.260292104273171","27164"
"02/27/2025 08:20:52.083","16.881985148829425","37449.142857142855","0","0.009990586118511089","15.259409140623037","27164"
"02/27/2025 08:20:57.090","16.628214657511322","39830.974358974359","0","0.0095202155642917317","15.258063658899177","27165"
"02/27/2025 08:21:02.087","20.502921655324791","30340.413793103449","32768","0.01350350581829682","15.278613733891074","27158"
"02/27/2025 08:21:07.087","18.132413928594627","40832","0","0.0097255392551650523","15.28174616752233","27157"
